implement,problem,colpack,indirect,optimize,setup,reverse,onepass,correct,n,m,nnz,sec
cppad,dficfj,false,false,false,true,false,true,false,3200,3200,24787,0.0835959826
cppad,dficfj,true,false,true,true,false,false,false,3200,3200,24787,0.2601360670
cppad,dficfj,false,false,true,true,false,false,false,3200,3200,24787,0.2092927971
cppad,dficfj,true,false,false,true,false,false,false,3200,3200,24787,0.1288659531
cppad,dficfj,false,false,false,true,false,false,false,3200,3200,24787,0.1085829411
cppad,dficfj,true,false,true,false,true,false,false,3200,3200,24787,0.0872347296
cppad,dficfj,false,false,true,false,true,false,false,3200,3200,24787,0.0841347579
cppad,dficfj,true,false,false,false,true,false,false,3200,3200,24787,0.0861106106
cppad,dficfj,false,false,false,false,true,false,false,3200,3200,24787,0.0827338788
cppad,dficfj,true,false,true,false,false,true,false,3200,3200,24787,0.0159733060
cppad,dficfj,false,false,true,false,false,true,false,3200,3200,24787,0.0161627347
cppad,dficfj,true,false,false,false,false,true,false,3200,3200,24787,0.0159794531
cppad,dficfj,false,false,false,false,false,true,false,3200,3200,24787,0.0156351313
cppad,dficfj,true,false,true,false,false,false,false,3200,3200,24787,0.0405914767
cppad,dficfj,false,false,true,false,false,false,false,3200,3200,24787,0.0397911058
cppad,dficfj,true,false,false,false,false,false,false,3200,3200,24787,0.0406511085
cppad,dficfj,false,false,false,false,false,false,false,3200,3200,24787,0.0395009681
cppad,dierfj,true,false,true,true,true,false,false,3003,3003,31600,3.7484100920
cppad,dierfj,false,false,true,true,true,false,false,3003,3003,31600,3.6688573750
cppad,dierfj,true,false,false,true,true,false,false,3003,3003,31600,3.6294766770
cppad,dierfj,false,false,false,true,true,false,false,3003,3003,31600,3.9409999920
cppad,dierfj,true,false,true,true,false,true,false,3003,3003,31600,0.1310364871
cppad,dierfj,false,false,true,true,false,true,false,3003,3003,31600,0.0912991828
cppad,dierfj,true,false,false,true,false,true,false,3003,3003,31600,0.0991094964
cppad,dierfj,false,false,false,true,false,true,false,3003,3003,31600,0.0629716176
cppad,dierfj,true,false,true,true,false,false,false,3003,3003,31600,0.1533405529
cppad,dierfj,false,false,true,true,false,false,false,3003,3003,31600,0.1160724877
cppad,dierfj,true,false,false,true,false,false,false,3003,3003,31600,0.1404469530
cppad,dierfj,false,false,false,true,false,false,false,3003,3003,31600,0.0934002131
cppad,dierfj,true,false,true,false,true,false,false,3003,3003,31600,3.5166758730
cppad,dierfj,false,false,true,false,true,false,false,3003,3003,31600,4.1479843750
cppad,dierfj,true,false,false,false,true,false,false,3003,3003,31600,3.5660581190
cppad,dierfj,false,false,false,false,true,false,false,3003,3003,31600,3.3125802920
cppad,dierfj,true,false,true,false,false,true,false,3003,3003,31600,0.0132428940
cppad,dierfj,false,false,true,false,false,true,false,3003,3003,31600,0.0134713753
cppad,dierfj,true,false,false,false,false,true,false,3003,3003,31600,0.0133594349
cppad,dierfj,false,false,false,false,false,true,false,3003,3003,31600,0.0138303839
cppad,dierfj,true,false,true,false,false,false,false,3003,3003,31600,0.0353140562
cppad,dierfj,false,false,true,false,false,false,false,3003,3003,31600,0.0366047482
cppad,dierfj,true,false,false,false,false,false,false,3003,3003,31600,0.0441264426
cppad,dierfj,false,false,false,false,false,false,false,3003,3003,31600,0.0367464623
cppad,deptfg,true,false,true,true,true,false,false,3600,1,10680,1.8695786640
cppad,deptfg,false,false,true,true,true,false,false,3600,1,10680,2.3983321940
cppad,deptfg,true,false,false,true,true,false,false,3600,1,10680,1.6593750440
cppad,deptfg,false,false,false,true,true,false,false,3600,1,10680,2.3574999940
cppad,deptfg,true,false,true,true,false,false,false,3600,1,10680,1.7278547820
cppad,deptfg,false,false,true,true,false,false,false,3600,1,10680,2.4175471090
cppad,deptfg,true,false,false,true,false,false,false,3600,1,10680,1.6650432370
cppad,deptfg,false,false,false,true,false,false,false,3600,1,10680,2.3629479200
cppad,deptfg,true,false,true,false,true,false,false,3600,1,10680,0.0586072655
cppad,deptfg,false,false,true,false,true,false,false,3600,1,10680,0.0975022773
cppad,deptfg,true,false,false,false,true,false,false,3600,1,10680,0.0801128013
cppad,deptfg,false,false,false,false,true,false,false,3600,1,10680,0.1282779052
cppad,deptfg,true,false,true,false,false,false,false,3600,1,10680,0.0582648784
cppad,deptfg,false,false,true,false,false,false,false,3600,1,10680,0.0952310707
cppad,deptfg,true,false,false,false,false,false,false,3600,1,10680,0.0779986251
cppad,deptfg,false,false,false,false,false,false,false,3600,1,10680,0.1376530993
cppad,dgl1fg,true,false,true,true,true,false,false,5000,1,10000,1.3371894890
cppad,dgl1fg,false,false,true,true,true,false,false,5000,1,10000,3.1206431400
cppad,dgl1fg,true,false,false,true,true,false,false,5000,1,10000,1.2453140000
cppad,dgl1fg,false,false,false,true,true,false,false,5000,1,10000,1.9725070750
cppad,dgl1fg,true,false,true,true,false,false,false,5000,1,10000,1.3344193400
cppad,dgl1fg,false,false,true,true,false,false,false,5000,1,10000,2.0782209090
cppad,dgl1fg,true,false,false,true,false,false,false,5000,1,10000,1.2334815120
cppad,dgl1fg,false,false,false,true,false,false,false,5000,1,10000,1.9888924330
cppad,dgl1fg,true,false,true,false,true,false,false,5000,1,10000,0.0553221845
cppad,dgl1fg,false,false,true,false,true,false,false,5000,1,10000,0.0739607223
cppad,dgl1fg,true,false,false,false,true,false,false,5000,1,10000,0.0995014803
cppad,dgl1fg,false,false,false,false,true,false,false,5000,1,10000,0.1080438432
cppad,dgl1fg,true,false,true,false,false,false,false,5000,1,10000,0.0536529880
cppad,dgl1fg,false,false,true,false,false,false,false,5000,1,10000,0.0750402126
cppad,dgl1fg,true,false,false,false,false,false,false,5000,1,10000,0.0806393694
cppad,dgl1fg,false,false,false,false,false,false,false,5000,1,10000,0.1071122055
subgraph,dficfj,false,false,true,true,true,false,false,3200,3200,24787,0.2354447201
subgraph,dficfj,false,false,false,true,true,false,false,3200,3200,24787,0.1327490882
subgraph,dficfj,false,false,true,false,true,false,false,3200,3200,24787,0.0838903202
subgraph,dficfj,false,false,false,false,true,false,false,3200,3200,24787,0.0764497133
subgraph,dierfj,false,false,true,true,true,false,false,3003,3003,31600,0.1179489843
subgraph,dierfj,false,false,false,true,true,false,false,3003,3003,31600,0.0849853322
subgraph,dierfj,false,false,true,false,true,false,false,3003,3003,31600,0.0526442566
subgraph,dierfj,false,false,false,false,true,false,false,3003,3003,31600,0.0490587972
subgraph,deptfg,false,false,true,true,true,false,false,3600,1,10680,0.2309622926
subgraph,deptfg,false,false,false,true,true,false,false,3600,1,10680,0.2453818506
subgraph,deptfg,false,false,true,false,true,false,false,3600,1,10680,0.0691772543
subgraph,deptfg,false,false,false,false,true,false,false,3600,1,10680,0.1408180114
subgraph,dgl1fg,false,false,true,true,true,false,false,5000,1,10000,0.6572312880
subgraph,dgl1fg,false,false,false,true,true,false,false,5000,1,10000,0.5344960655
subgraph,dgl1fg,false,false,true,false,true,false,false,5000,1,10000,0.1173751252
subgraph,dgl1fg,false,false,false,false,true,false,false,5000,1,10000,0.2441714506
